"CO_MUN_GEO";"NO_MUN";"NO_MUN_MIN";"SG_UF"
"4303707";"CAMPINA DAS MISSOES";"Campina das Miss�es";"RS"
"4303806";"CAMPINAS DO SUL";"Campinas do Sul";"RS"
"4303905";"CAMPO BOM";"Campo Bom";"RS"
"4304002";"CAMPO NOVO";"Campo Novo";"RS"
"4304101";"CAMPOS BORGES";"Campos Borges";"RS"
"4304200";"CANDELARIA";"Candel�ria";"RS"
"4304309";"CANDIDO GODOI";"C�ndido God�i";"RS"
"4304358";"CANDIOTA";"Candiota";"RS"
"4304408";"CANELA";"Canela";"RS"
"4304507";"CANGUCU";"Cangu�u";"RS"
"4304606";"CANOAS";"Canoas";"RS"
"4304614";"CANUDOS DO VALE";"Canudos do Vale";"RS"
"4304622";"CAPAO BONITO DO SUL";"Cap�o Bonito do Sul";"RS"
"4304630";"CAPAO DA CANOA";"Cap�o da Canoa";"RS"
"4304655";"CAPAO DO CIPO";"Cap�o do Cip�";"RS"
"4304663";"CAPAO DO LEAO";"Cap�o do Le�o";"RS"
"4304671";"CAPIVARI DO SUL";"Capivari do Sul";"RS"
"4304689";"CAPELA DE SANTANA";"Capela de Santana";"RS"
"4304697";"CAPITAO";"Capit�o";"RS"
"4304705";"CARAZINHO";"Carazinho";"RS"
"4304713";"CARAA";"Cara�";"RS"
"4304804";"CARLOS BARBOSA";"Carlos Barbosa";"RS"
"4304853";"CARLOS GOMES";"Carlos Gomes";"RS"
"4304903";"CASCA";"Casca";"RS"
"4304952";"CASEIROS";"Caseiros";"RS"
"4305009";"CATUIPE";"Catu�pe";"RS"
"4305108";"CAXIAS DO SUL";"Caxias do Sul";"RS"
"4305116";"CENTENARIO";"Centen�rio";"RS"
"4305124";"CERRITO";"Cerrito";"RS"
"4305132";"CERRO BRANCO";"Cerro Branco";"RS"
"4305157";"CERRO GRANDE";"Cerro Grande";"RS"
"4305173";"CERRO GRANDE DO SUL";"Cerro Grande do Sul";"RS"
"4305207";"CERRO LARGO";"Cerro Largo";"RS"
"4305306";"CHAPADA";"Chapada";"RS"
"4305355";"CHARQUEADAS";"Charqueadas";"RS"
"4305371";"CHARRUA";"Charrua";"RS"
"4305405";"CHIAPETTA";"Chiapetta";"RS"
"4305439";"CHUI";"Chu�";"RS"
"4305447";"CHUVISCA";"Chuvisca";"RS"
"4305454";"CIDREIRA";"Cidreira";"RS"
"4305504";"CIRIACO";"Cir�aco";"RS"
"4305587";"COLINAS";"Colinas";"RS"
"4305603";"COLORADO";"Colorado";"RS"
"4305702";"CONDOR";"Condor";"RS"
"4305801";"CONSTANTINA";"Constantina";"RS"
"4305835";"COQUEIRO BAIXO";"Coqueiro Baixo";"RS"
"4305850";"COQUEIROS DO SUL";"Coqueiros do Sul";"RS"
"4305871";"CORONEL BARROS";"Coronel Barros";"RS"
"4305900";"CORONEL BICACO";"Coronel Bicaco";"RS"
"4305934";"CORONEL PILAR";"Coronel Pilar";"RS"
"4305959";"COTIPORA";"Cotipor�";"RS"
"4305975";"COXILHA";"Coxilha";"RS"
"4306007";"CRISSIUMAL";"Crissiumal";"RS"
"4306056";"CRISTAL";"Cristal";"RS"
"4306072";"CRISTAL DO SUL";"Cristal do Sul";"RS"
"4306106";"CRUZ ALTA";"Cruz Alta";"RS"
"4306130";"CRUZALTENSE";"Cruzaltense";"RS"
"4306205";"CRUZEIRO DO SUL";"Cruzeiro do Sul";"RS"
"4306304";"DAVID CANABARRO";"David Canabarro";"RS"
"4306320";"DERRUBADAS";"Derrubadas";"RS"
"4306353";"DEZESSEIS DE NOVEMBRO";"Dezesseis de Novembro";"RS"
"4306379";"DILERMANDO DE AGUIAR";"Dilermando de Aguiar";"RS"
"4306403";"DOIS IRMAOS";"Dois Irm�os";"RS"
"4306429";"DOIS IRMAOS DAS MISSOES";"Dois Irm�os das Miss�es";"RS"
"4306452";"DOIS LAJEADOS";"Dois Lajeados";"RS"
"4306502";"DOM FELICIANO";"Dom Feliciano";"RS"
"4306551";"DOM PEDRO DE ALCANTARA";"Dom Pedro de Alc�ntara";"RS"
"4306601";"DOM PEDRITO";"Dom Pedrito";"RS"
"4306700";"DONA FRANCISCA";"Dona Francisca";"RS"
"4306734";"DOUTOR MAURICIO CARDOSO";"Doutor Maur�cio Cardoso";"RS"
"4306759";"DOUTOR RICARDO";"Doutor Ricardo";"RS"
"4306767";"ELDORADO DO SUL";"Eldorado do Sul";"RS"
"4306809";"ENCANTADO";"Encantado";"RS"
"4306908";"ENCRUZILHADA DO SUL";"Encruzilhada do Sul";"RS"
"4306924";"ENGENHO VELHO";"Engenho Velho";"RS"
"4306932";"ENTRE-IJUIS";"Entre-Iju�s";"RS"
"4306957";"ENTRE RIOS DO SUL";"Entre Rios do Sul";"RS"
"4306973";"EREBANGO";"Erebango";"RS"
"4307005";"ERECHIM";"Erechim";"RS"
"4307054";"ERNESTINA";"Ernestina";"RS"
"4307104";"HERVAL";"Herval";"RS"
"4307203";"ERVAL GRANDE";"Erval Grande";"RS"
"4307302";"ERVAL SECO";"Erval Seco";"RS"
"4205456";"FORQUILHINHA";"Forquilhinha";"SC"
"4205506";"FRAIBURGO";"Fraiburgo";"SC"
"4205555";"FREI ROGERIO";"Frei Rog�rio";"SC"
"4205605";"GALVAO";"Galv�o";"SC"
"4205704";"GAROPABA";"Garopaba";"SC"
"4205803";"GARUVA";"Garuva";"SC"
"4205902";"GASPAR";"Gaspar";"SC"
"4206009";"GOVERNADOR CELSO RAMOS";"Governador Celso Ramos";"SC"
"4206108";"GRAO PARA";"Gr�o Par�";"SC"
"4206207";"GRAVATAL";"Gravatal";"SC"
"4206306";"GUABIRUBA";"Guabiruba";"SC"
"4206405";"GUARACIABA";"Guaraciaba";"SC"
"4206504";"GUARAMIRIM";"Guaramirim";"SC"
"4206603";"GUARUJA DO SUL";"Guaruj� do Sul";"SC"
"4206652";"GUATAMBU";"Guatamb�";"SC"
"4206702";"HERVAL D'OESTE";"Herval d'Oeste";"SC"
"4206751";"IBIAM";"Ibiam";"SC"
"4206801";"IBICARE";"Ibicar�";"SC"
"4206900";"IBIRAMA";"Ibirama";"SC"
"4207007";"ICARA";"I�ara";"SC"
"4207106";"ILHOTA";"Ilhota";"SC"
"4207205";"IMARUI";"Imaru�";"SC"
"4207304";"IMBITUBA";"Imbituba";"SC"
"4207403";"IMBUIA";"Imbuia";"SC"
"4207502";"INDAIAL";"Indaial";"SC"
"4207577";"IOMERE";"Iomer�";"SC"
"4207601";"IPIRA";"Ipira";"SC"
"4207650";"IPORA DO OESTE";"Ipor� do Oeste";"SC"
"4207684";"IPUACU";"Ipua�u";"SC"
"4207700";"IPUMIRIM";"Ipumirim";"SC"
"4207759";"IRACEMINHA";"Iraceminha";"SC"
"4207809";"IRANI";"Irani";"SC"
"4207858";"IRATI";"Irati";"SC"
"4207908";"IRINEOPOLIS";"Irine�polis";"SC"
"4208005";"ITA";"It�";"SC"
"4208104";"ITAIOPOLIS";"Itai�polis";"SC"
"4208203";"ITAJAI";"Itaja�";"SC"
"4208302";"ITAPEMA";"Itapema";"SC"
"4208401";"ITAPIRANGA";"Itapiranga";"SC"
"4208450";"ITAPOA";"Itapo�";"SC"
"4208500";"ITUPORANGA";"Ituporanga";"SC"
"4208609";"JABORA";"Jabor�";"SC"
"4208708";"JACINTO MACHADO";"Jacinto Machado";"SC"
"4208807";"JAGUARUNA";"Jaguaruna";"SC"
"4208906";"JARAGUA DO SUL";"Jaragu� do Sul";"SC"
"4208955";"JARDINOPOLIS";"Jardin�polis";"SC"
"4209003";"JOACABA";"Joa�aba";"SC"
"4209102";"JOINVILLE";"Joinville";"SC"
"4209151";"JOSE BOITEUX";"Jos� Boiteux";"SC"
"4209177";"JUPIA";"Jupi�";"SC"
"4209201";"LACERDOPOLIS";"Lacerd�polis";"SC"
"4209300";"LAGES";"Lages";"SC"
"4209409";"LAGUNA";"Laguna";"SC"
"4209458";"LAJEADO GRANDE";"Lajeado Grande";"SC"
"4209508";"LAURENTINO";"Laurentino";"SC"
"4209607";"LAURO MULLER";"Lauro Muller";"SC"
"4209706";"LEBON REGIS";"Lebon R�gis";"SC"
"4209805";"LEOBERTO LEAL";"Leoberto Leal";"SC"
"4209854";"LINDOIA DO SUL";"Lind�ia do Sul";"SC"
"4209904";"LONTRAS";"Lontras";"SC"
"4210001";"LUIZ ALVES";"Luiz Alves";"SC"
"4210035";"LUZERNA";"Luzerna";"SC"
"4210050";"MACIEIRA";"Macieira";"SC"
"4210100";"MAFRA";"Mafra";"SC"
"4210209";"MAJOR GERCINO";"Major Gercino";"SC"
"4210308";"MAJOR VIEIRA";"Major Vieira";"SC"
"4210407";"MARACAJA";"Maracaj�";"SC"
"4210506";"MARAVILHA";"Maravilha";"SC"
"4210555";"MAREMA";"Marema";"SC"
"4210605";"MASSARANDUBA";"Massaranduba";"SC"
"4210704";"MATOS COSTA";"Matos Costa";"SC"
"4210803";"MELEIRO";"Meleiro";"SC"
"4210852";"MIRIM DOCE";"Mirim Doce";"SC"
"4210902";"MODELO";"Modelo";"SC"
"4211009";"MONDAI";"Monda�";"SC"
"4211058";"MONTE CARLO";"Monte Carlo";"SC"
"4211108";"MONTE CASTELO";"Monte Castelo";"SC"
"4211207";"MORRO DA FUMACA";"Morro da Fuma�a";"SC"
"4211256";"MORRO GRANDE";"Morro Grande";"SC"
"4211306";"NAVEGANTES";"Navegantes";"SC"
"4211405";"NOVA ERECHIM";"Nova Erechim";"SC"
"4211454";"NOVA ITABERABA";"Nova Itaberaba";"SC"
"4211504";"NOVA TRENTO";"Nova Trento";"SC"
"4211603";"NOVA VENEZA";"Nova Veneza";"SC"
"4211652";"NOVO HORIZONTE";"Novo Horizonte";"SC"
"4211702";"ORLEANS";"Orleans";"SC"
"4211751";"OTACILIO COSTA";"Otac�lio Costa";"SC"
"4211801";"OURO";"Ouro";"SC"
"4211850";"OURO VERDE";"Ouro Verde";"SC"
"4211876";"PAIAL";"Paial";"SC"
"4211892";"PAINEL";"Painel";"SC"
"4211900";"PALHOCA";"Palho�a";"SC"
"4212007";"PALMA SOLA";"Palma Sola";"SC"
"4212056";"PALMEIRA";"Palmeira";"SC"
"4212106";"PALMITOS";"Palmitos";"SC"
"4212205";"PAPANDUVA";"Papanduva";"SC"
"4212239";"PARAISO";"Para�so";"SC"
"5203751";"ELDORADO";"Eldorado";"MS"
"5203801";"FATIMA DO SUL";"F�tima do Sul";"MS"
"5204007";"GLORIA DE DOURADOS";"Gl�ria de Dourados";"MS"
"5204106";"GUIA LOPES DA LAGUNA";"Guia Lopes da Laguna";"MS"
"5204304";"IGUATEMI";"Iguatemi";"MS"
"5204403";"INOCENCIA";"Inoc�ncia";"MS"
"5204502";"ITAPORA";"Itapor�";"MS"
"5204601";"ITAQUIRAI";"Itaquira�";"MS"
"5204700";"IVINHEMA";"Ivinhema";"MS"
"5204809";"JAPORA";"Japor�";"MS"
"5204908";"JARAGUARI";"Jaraguari";"MS"
"5205004";"JARDIM";"Jardim";"MS"
"5205103";"JATEI";"Jate�";"MS"
"5205152";"JUTI";"Juti";"MS"
"5205202";"LADARIO";"Lad�rio";"MS"
"5205251";"LAGUNA CARAPA";"Laguna Carap�";"MS"
"5205400";"MARACAJU";"Maracaju";"MS"
"3154200";"RESENDE COSTA";"Resende Costa";"MG"
"3154309";"RESPLENDOR";"Resplendor";"MG"
"3154408";"RESSAQUINHA";"Ressaquinha";"MG"
"3154457";"RIACHINHO";"Riachinho";"MG"
"3154507";"RIACHO DOS MACHADOS";"Riacho dos Machados";"MG"
"3154606";"RIBEIRAO DAS NEVES";"Ribeir�o das Neves";"MG"
"3154705";"RIBEIRAO VERMELHO";"Ribeir�o Vermelho";"MG"
"3154804";"RIO ACIMA";"Rio Acima";"MG"
"3154903";"RIO CASCA";"Rio Casca";"MG"
"3155009";"RIO DOCE";"Rio Doce";"MG"
"3155108";"RIO DO PRADO";"Rio do Prado";"MG"
"3155207";"RIO ESPERA";"Rio Espera";"MG"
"3155306";"RIO MANSO";"Rio Manso";"MG"
"3155405";"RIO NOVO";"Rio Novo";"MG"
"3155504";"RIO PARANAIBA";"Rio Parana�ba";"MG"
"3155603";"RIO PARDO DE MINAS";"Rio Pardo de Minas";"MG"
"3155702";"RIO PIRACICABA";"Rio Piracicaba";"MG"
"3155801";"RIO POMBA";"Rio Pomba";"MG"
"3155900";"RIO PRETO";"Rio Preto";"MG"
"3156007";"RIO VERMELHO";"Rio Vermelho";"MG"
"3156106";"RITAPOLIS";"Rit�polis";"MG"
"3156205";"ROCHEDO DE MINAS";"Rochedo de Minas";"MG"
"3156304";"RODEIRO";"Rodeiro";"MG"
"3156403";"ROMARIA";"Romaria";"MG"
"3156452";"ROSARIO DA LIMEIRA";"Ros�rio da Limeira";"MG"
"3156502";"RUBELITA";"Rubelita";"MG"
"3156601";"RUBIM";"Rubim";"MG"
"3156700";"SABARA";"Sabar�";"MG"
"3156809";"SABINOPOLIS";"Sabin�polis";"MG"
"3156908";"SACRAMENTO";"Sacramento";"MG"
"3157005";"SALINAS";"Salinas";"MG"
"3157104";"SALTO DA DIVISA";"Salto da Divisa";"MG"
"3157203";"SANTA BARBARA";"Santa B�rbara";"MG"
"3157252";"SANTA BARBARA DO LESTE";"Santa B�rbara do Leste";"MG"
"3157278";"SANTA BARBARA DO MONTE VERDE";"Santa B�rbara do Monte Verde";"MG"
"3157302";"SANTA BARBARA DO TUGURIO";"Santa B�rbara do Tug�rio";"MG"
"3169406";"TRES PONTAS";"Tr�s Pontas";"MG"
"3169505";"TUMIRITINGA";"Tumiritinga";"MG"
"3169604";"TUPACIGUARA";"Tupaciguara";"MG"
"3169703";"TURMALINA";"Turmalina";"MG"
"3169802";"TURVOLANDIA";"Turvol�ndia";"MG"
"3169901";"UBA";"Ub�";"MG"
"3170008";"UBAI";"Uba�";"MG"
"3170057";"UBAPORANGA";"Ubaporanga";"MG"
"3170107";"UBERABA";"Uberaba";"MG"
"3170206";"UBERLANDIA";"Uberl�ndia";"MG"
"3170305";"UMBURATIBA";"Umburatiba";"MG"
"3170404";"UNAI";"Una�";"MG"
"3170438";"UNIAO DE MINAS";"Uni�o de Minas";"MG"
"3170479";"URUANA DE MINAS";"Uruana de Minas";"MG"
"3170503";"URUCANIA";"Uruc�nia";"MG"
"3170529";"URUCUIA";"Urucuia";"MG"
"3170578";"VARGEM ALEGRE";"Vargem Alegre";"MG"
"3170602";"VARGEM BONITA";"Vargem Bonita";"MG"
"3170651";"VARGEM GRANDE DO RIO PARDO";"Vargem Grande do Rio Pardo";"MG"
"3170701";"VARGINHA";"Varginha";"MG"
"3170750";"VARJAO DE MINAS";"Varj�o de Minas";"MG"
"3170800";"VARZEA DA PALMA";"V�rzea da Palma";"MG"
"3170909";"VARZELANDIA";"Varzel�ndia";"MG"
"3171006";"VAZANTE";"Vazante";"MG"
"3171030";"VERDELANDIA";"Verdel�ndia";"MG"
"3171071";"VEREDINHA";"Veredinha";"MG"
"3171105";"VERISSIMO";"Ver�ssimo";"MG"
"3171154";"VERMELHO NOVO";"Vermelho Novo";"MG"
"3171204";"VESPASIANO";"Vespasiano";"MG"
"3171303";"VICOSA";"Vi�osa";"MG"
"3171402";"VIEIRAS";"Vieiras";"MG"
"3171501";"MATHIAS LOBATO";"Mathias Lobato";"MG"
"3171600";"VIRGEM DA LAPA";"Virgem da Lapa";"MG"
"3171709";"VIRGINIA";"Virg�nia";"MG"
"3171808";"VIRGINOPOLIS";"Virgin�polis";"MG"
"3171907";"VIRGOLANDIA";"Virgol�ndia";"MG"
"3172004";"VISCONDE DO RIO BRANCO";"Visconde do Rio Branco";"MG"
"3172103";"VOLTA GRANDE";"Volta Grande";"MG"
"3172202";"WENCESLAU BRAZ";"Wenceslau Braz";"MG"
"3200102";"AFONSO CLAUDIO";"Afonso Cl�udio";"ES"
"3200136";"AGUIA BRANCA";"�guia Branca";"ES"
"3200169";"AGUA DOCE DO NORTE";"�gua Doce do Norte";"ES"
"3200201";"ALEGRE";"Alegre";"ES"
"3200300";"ALFREDO CHAVES";"Alfredo Chaves";"ES"
"3200359";"ALTO RIO NOVO";"Alto Rio Novo";"ES"
"3200409";"ANCHIETA";"Anchieta";"ES"
"3200508";"APIACA";"Apiac�";"ES"
"3200607";"ARACRUZ";"Aracruz";"ES"
"3200706";"ATILIO VIVACQUA";"Atilio Vivacqua";"ES"
"3200805";"BAIXO GUANDU";"Baixo Guandu";"ES"
"3200904";"BARRA DE SAO FRANCISCO";"Barra de S�o Francisco";"ES"
"3201001";"BOA ESPERANCA";"Boa Esperan�a";"ES"
"3201100";"BOM JESUS DO NORTE";"Bom Jesus do Norte";"ES"
"3201159";"BREJETUBA";"Brejetuba";"ES"
"3201209";"CACHOEIRO DE ITAPEMIRIM";"Cachoeiro de Itapemirim";"ES"
"3201308";"CARIACICA";"Cariacica";"ES"
"3201407";"CASTELO";"Castelo";"ES"
"3201506";"COLATINA";"Colatina";"ES"
"3201605";"CONCEICAO DA BARRA";"Concei��o da Barra";"ES"
"3201704";"CONCEICAO DO CASTELO";"Concei��o do Castelo";"ES"
"3201803";"DIVINO DE SAO LOURENCO";"Divino de S�o Louren�o";"ES"
"3201902";"DOMINGOS MARTINS";"Domingos Martins";"ES"
"3202009";"DORES DO RIO PRETO";"Dores do Rio Preto";"ES"
"3202108";"ECOPORANGA";"Ecoporanga";"ES"
"3202207";"FUNDAO";"Fund�o";"ES"
"3202256";"GOVERNADOR LINDENBERG";"Governador Lindenberg";"ES"
"3202306";"GUACUI";"Gua�u�";"ES"
"3202405";"GUARAPARI";"Guarapari";"ES"
"3202454";"IBATIBA";"Ibatiba";"ES"
"3202504";"IBIRACU";"Ibira�u";"ES"
"3202553";"IBITIRAMA";"Ibitirama";"ES"
"3202603";"ICONHA";"Iconha";"ES"
"3202652";"IRUPI";"Irupi";"ES"
"3202702";"ITAGUACU";"Itagua�u";"ES"
"3202801";"ITAPEMIRIM";"Itapemirim";"ES"
"3202900";"ITARANA";"Itarana";"ES"
"3203007";"IUNA";"I�na";"ES"
"3203056";"JAGUARE";"Jaguar�";"ES"
"3203106";"JERONIMO MONTEIRO";"Jer�nimo Monteiro";"ES"
"3203130";"JOAO NEIVA";"Jo�o Neiva";"ES"
"3203163";"LARANJA DA TERRA";"Laranja da Terra";"ES"
"3203205";"LINHARES";"Linhares";"ES"
"3203304";"MANTENOPOLIS";"Manten�polis";"ES"
"3203320";"MARATAIZES";"Marata�zes";"ES"
"3203346";"MARECHAL FLORIANO";"Marechal Floriano";"ES"
"3203353";"MARILANDIA";"Maril�ndia";"ES"
"3203403";"MIMOSO DO SUL";"Mimoso do Sul";"ES"
"3203502";"MONTANHA";"Montanha";"ES"
"4103602";"CAMBARA";"Cambar�";"PR"
"4103701";"CAMBE";"Camb�";"PR"
"4103800";"CAMBIRA";"Cambira";"PR"
"4103909";"CAMPINA DA LAGOA";"Campina da Lagoa";"PR"
"4103958";"CAMPINA DO SIMAO";"Campina do Sim�o";"PR"
"4104006";"CAMPINA GRANDE DO SUL";"Campina Grande do Sul";"PR"
"4104055";"CAMPO BONITO";"Campo Bonito";"PR"
"4104105";"CAMPO DO TENENTE";"Campo do Tenente";"PR"
"4104204";"CAMPO LARGO";"Campo Largo";"PR"
"4104253";"CAMPO MAGRO";"Campo Magro";"PR"
"4104303";"CAMPO MOURAO";"Campo Mour�o";"PR"
"4104402";"CANDIDO DE ABREU";"C�ndido de Abreu";"PR"
"4104428";"CANDOI";"Cand�i";"PR"
"4104451";"CANTAGALO";"Cantagalo";"PR"
"4104501";"CAPANEMA";"Capanema";"PR"
"4104600";"CAPITAO LEONIDAS MARQUES";"Capit�o Le�nidas Marques";"PR"
"4104659";"CARAMBEI";"Carambe�";"PR"
"4104709";"CARLOPOLIS";"Carl�polis";"PR"
"4104808";"CASCAVEL";"Cascavel";"PR"
"4104907";"CASTRO";"Castro";"PR"
"4105003";"CATANDUVAS";"Catanduvas";"PR"
"4105102";"CENTENARIO DO SUL";"Centen�rio do Sul";"PR"
"4105201";"CERRO AZUL";"Cerro Azul";"PR"
"4105300";"CEU AZUL";"C�u Azul";"PR"
"4105409";"CHOPINZINHO";"Chopinzinho";"PR"
"4105508";"CIANORTE";"Cianorte";"PR"
"4105607";"CIDADE GAUCHA";"Cidade Ga�cha";"PR"
"4105706";"CLEVELANDIA";"Clevel�ndia";"PR"
"4105805";"COLOMBO";"Colombo";"PR"
"4105904";"COLORADO";"Colorado";"PR"
"4106001";"CONGONHINHAS";"Congonhinhas";"PR"
"4106100";"CONSELHEIRO MAIRINCK";"Conselheiro Mairinck";"PR"
"4106209";"CONTENDA";"Contenda";"PR"
"4106308";"CORBELIA";"Corb�lia";"PR"
"4106407";"CORNELIO PROCOPIO";"Corn�lio Proc�pio";"PR"
"4106456";"CORONEL DOMINGOS SOARES";"Coronel Domingos Soares";"PR"
"4106506";"CORONEL VIVIDA";"Coronel Vivida";"PR"
"4106555";"CORUMBATAI DO SUL";"Corumbata� do Sul";"PR"
"4106571";"CRUZEIRO DO IGUACU";"Cruzeiro do Igua�u";"PR"
"4106605";"CRUZEIRO DO OESTE";"Cruzeiro do Oeste";"PR"
"4106704";"CRUZEIRO DO SUL";"Cruzeiro do Sul";"PR"
"4106803";"CRUZ MACHADO";"Cruz Machado";"PR"
"4106852";"CRUZMALTINA";"Cruzmaltina";"PR"
"4106902";"CURITIBA";"Curitiba";"PR"
"4107009";"CURIUVA";"Curi�va";"PR"
"4107108";"DIAMANTE DO NORTE";"Diamante do Norte";"PR"
"4107124";"DIAMANTE DO SUL";"Diamante do Sul";"PR"
"4107157";"DIAMANTE D'OESTE";"Diamante D'Oeste";"PR"
"4107207";"DOIS VIZINHOS";"Dois Vizinhos";"PR"
"4107256";"DOURADINA";"Douradina";"PR"
"4107306";"DOUTOR CAMARGO";"Doutor Camargo";"PR"
"4107405";"ENEAS MARQUES";"En�as Marques";"PR"
"4107504";"ENGENHEIRO BELTRAO";"Engenheiro Beltr�o";"PR"
"4107520";"ESPERANCA NOVA";"Esperan�a Nova";"PR"
"4107538";"ENTRE RIOS DO OESTE";"Entre Rios do Oeste";"PR"
"4107546";"ESPIGAO ALTO DO IGUACU";"Espig�o Alto do Igua�u";"PR"
"4107553";"FAROL";"Farol";"PR"
"4107603";"FAXINAL";"Faxinal";"PR"
"4107652";"FAZENDA RIO GRANDE";"Fazenda Rio Grande";"PR"
"4107702";"FENIX";"F�nix";"PR"
"4107736";"FERNANDES PINHEIRO";"Fernandes Pinheiro";"PR"
"4107751";"FIGUEIRA";"Figueira";"PR"
"4107801";"FLORAI";"Flora�";"PR"
"4107850";"FLOR DA SERRA DO SUL";"Flor da Serra do Sul";"PR"
"4107900";"FLORESTA";"Floresta";"PR"
"4108007";"FLORESTOPOLIS";"Florest�polis";"PR"
"4108106";"FLORIDA";"Fl�rida";"PR"
"4108205";"FORMOSA DO OESTE";"Formosa do Oeste";"PR"
"4108304";"FOZ DO IGUACU";"Foz do Igua�u";"PR"
"4108320";"FRANCISCO ALVES";"Francisco Alves";"PR"
"4108403";"FRANCISCO BELTRAO";"Francisco Beltr�o";"PR"
"4108452";"FOZ DO JORDAO";"Foz do Jord�o";"PR"
"4108502";"GENERAL CARNEIRO";"General Carneiro";"PR"
"4108551";"GODOY MOREIRA";"Godoy Moreira";"PR"
"4108601";"GOIOERE";"Goioer�";"PR"
"4108650";"GOIOXIM";"Goioxim";"PR"
"4108700";"GRANDES RIOS";"Grandes Rios";"PR"
"4108809";"GUAIRA";"Gua�ra";"PR"
"4108908";"GUAIRACA";"Guaira��";"PR"
"4108957";"GUAMIRANGA";"Guamiranga";"PR"
"4109005";"GUAPIRAMA";"Guapirama";"PR"
"4109104";"GUAPOREMA";"Guaporema";"PR"
"4109203";"GUARACI";"Guaraci";"PR"
"4109302";"GUARANIACU";"Guarania�u";"PR"
"4109401";"GUARAPUAVA";"Guarapuava";"PR"
"4109500";"GUARAQUECABA";"Guaraque�aba";"PR"
"4109609";"GUARATUBA";"Guaratuba";"PR"
"4307401";"ESMERALDA";"Esmeralda";"RS"
"4307450";"ESPERANCA DO SUL";"Esperan�a do Sul";"RS"
"4307500";"ESPUMOSO";"Espumoso";"RS"
"4307559";"ESTACAO";"Esta��o";"RS"
"4307609";"ESTANCIA VELHA";"Est�ncia Velha";"RS"
"4307708";"ESTEIO";"Esteio";"RS"
"4307807";"ESTRELA";"Estrela";"RS"
"4307815";"ESTRELA VELHA";"Estrela Velha";"RS"
"4307831";"EUGENIO DE CASTRO";"Eug�nio de Castro";"RS"
"4307864";"FAGUNDES VARELA";"Fagundes Varela";"RS"
"4307906";"FARROUPILHA";"Farroupilha";"RS"
"4308003";"FAXINAL DO SOTURNO";"Faxinal do Soturno";"RS"
"4308052";"FAXINALZINHO";"Faxinalzinho";"RS"
"4308078";"FAZENDA VILANOVA";"Fazenda Vilanova";"RS"
"4308102";"FELIZ";"Feliz";"RS"
"4308201";"FLORES DA CUNHA";"Flores da Cunha";"RS"
"4308250";"FLORIANO PEIXOTO";"Floriano Peixoto";"RS"
"4308300";"FONTOURA XAVIER";"Fontoura Xavier";"RS"
"4308409";"FORMIGUEIRO";"Formigueiro";"RS"
"4308433";"FORQUETINHA";"Forquetinha";"RS"
"4308458";"FORTALEZA DOS VALOS";"Fortaleza dos Valos";"RS"
"4308508";"FREDERICO WESTPHALEN";"Frederico Westphalen";"RS"
"4308607";"GARIBALDI";"Garibaldi";"RS"
"4308656";"GARRUCHOS";"Garruchos";"RS"
"4308706";"GAURAMA";"Gaurama";"RS"
"4308805";"GENERAL CAMARA";"General C�mara";"RS"
"4308854";"GENTIL";"Gentil";"RS"
"4308904";"GETULIO VARGAS";"Get�lio Vargas";"RS"
"4309001";"GIRUA";"Giru�";"RS"
"4309050";"GLORINHA";"Glorinha";"RS"
"4309100";"GRAMADO";"Gramado";"RS"
"4309126";"GRAMADO DOS LOUREIROS";"Gramado dos Loureiros";"RS"
"4309159";"GRAMADO XAVIER";"Gramado Xavier";"RS"
"4309209";"GRAVATAI";"Gravata�";"RS"
"4309258";"GUABIJU";"Guabiju";"RS"
"4309308";"GUAIBA";"Gua�ba";"RS"
"4309407";"GUAPORE";"Guapor�";"RS"
"4309506";"GUARANI DAS MISSOES";"Guarani das Miss�es";"RS"
"4309555";"HARMONIA";"Harmonia";"RS"
"4309571";"HERVEIRAS";"Herveiras";"RS"
"4309605";"HORIZONTINA";"Horizontina";"RS"
"4309654";"HULHA NEGRA";"Hulha Negra";"RS"
"4309704";"HUMAITA";"Humait�";"RS"
"4309753";"IBARAMA";"Ibarama";"RS"
"4309803";"IBIACA";"Ibia��";"RS"
"4309902";"IBIRAIARAS";"Ibiraiaras";"RS"
"4309951";"IBIRAPUITA";"Ibirapuit�";"RS"
"4310009";"IBIRUBA";"Ibirub�";"RS"
"4310108";"IGREJINHA";"Igrejinha";"RS"
"4310207";"IJUI";"Iju�";"RS"
"4310306";"ILOPOLIS";"Il�polis";"RS"
"4310330";"IMBE";"Imb�";"RS"
"4310363";"IMIGRANTE";"Imigrante";"RS"
"4310405";"INDEPENDENCIA";"Independ�ncia";"RS"
"4310413";"INHACORA";"Inhacor�";"RS"
"4310439";"IPE";"Ip�";"RS"
"4310462";"IPIRANGA DO SUL";"Ipiranga do Sul";"RS"
"4310504";"IRAI";"Ira�";"RS"
"4310538";"ITAARA";"Itaara";"RS"
"4310553";"ITACURUBI";"Itacurubi";"RS"
"4310579";"ITAPUCA";"Itapuca";"RS"
"4310603";"ITAQUI";"Itaqui";"RS"
"4310652";"ITATI";"Itati";"RS"
"4310702";"ITATIBA DO SUL";"Itatiba do Sul";"RS"
"4310751";"IVORA";"Ivor�";"RS"
"4310801";"IVOTI";"Ivoti";"RS"
